itr,IS_mean,IS_std,FID,_stamp
220000,8.068541526794434,0.09965310245752335,42.01803232806611,1763308372.6091635
222000,8.010960578918457,0.1105300560593605,42.111483090003844,1763308663.934827
224000,8.103784561157227,0.07876192033290863,41.8127665337027,1763308951.6343048
226000,7.993531227111816,0.10818000137805939,41.813699244480574,1763309246.8391612
228000,8.064674377441406,0.14340242743492126,42.13692628233082,1763309535.577242
230000,7.983506679534912,0.08053391426801682,42.114079789824814,1763309829.347007
232000,8.002839088439941,0.07625806331634521,41.873306484579416,1763310121.660886
234000,8.035961151123047,0.1019754707813263,41.462043071180005,1763310416.1667912
236000,8.092573165893555,0.07367657870054245,42.07002886502323,1763310708.3867302
238000,8.039932250976562,0.08684670180082321,41.932101582691075,1763310999.087765
240000,8.044330596923828,0.0936998575925827,41.624664347102964,1763311292.129084
242000,8.063885688781738,0.09791655093431473,41.49487206916393,1763311584.6927588
244000,8.0934476852417,0.11525431275367737,41.74710303384427,1763311878.7864785
246000,7.990759372711182,0.08125293254852295,41.3596203309429,1763312172.9944484
248000,8.054532051086426,0.11766402423381805,41.7646331398455,1763312465.9384394
250000,8.041216850280762,0.07847773283720016,41.68098608203053,1763312757.8369179
